,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Sales +,387,270,318,357,440,322,381,408,504,428,398,484,625
Expenses +,320,234,271,302,347,274,313,304,403,352,323,384,508
Operating Profit,67,36,46,55,93,48,69,105,101,76,75,99,116
OPM %,17%,13%,15%,16%,21%,15%,18%,26%,20%,18%,19%,20%,19%
Other Income +,8,-0,16,14,11,23,18,25,23,29,32,7,17
Interest,0,0,0,0,0,0,0,0,1,0,0,0,0
Depreciation,2,2,2,3,3,2,3,3,3,3,3,3,4
Profit before tax,72,33,60,66,101,68,84,126,119,101,104,102,129
Tax %,28%,20%,23%,24%,24%,26%,18%,25%,22%,22%,27%,28%,25%
Net Profit +,52,27,46,51,77,51,68,95,94,79,76,73,97
EPS in Rs,51.26,26.37,45.41,50.17,75.68,50.19,67.65,93.51,92.45,78.52,74.86,72.55,95.71
Raw PDF,,,,,,,,,,,,,
